item_id,user_id,item_name,category,brand,price,condition,rating,views,purchased,recommend_score,timestamp
ITM00120,USR6116,Backpack,Beauty,Puma,488.01,New,2,913,1,0.336,57:55.5
ITM00121,USR7019,Lipstick,Fashion,LG,187.72,Like New,5,498,0,0.586,57:55.5
ITM00122,USR2757,Wireless Headphones,Sports,Nike,181.81,Refurbished,4,172,1,0.52,57:55.5
ITM00123,USR8574,Novel Book,Sports,Adidas,175.33,Used,3,86,0,0.319,57:55.5
ITM00124,USR7374,Smartphone,Beauty,Apple,262.67,Like New,1,558,0,0.749,57:55.5
ITM00125,USR7892,Desk Lamp,Beauty,Chanel,223.13,Refurbished,4,858,0,0.715,57:55.5
ITM00126,USR2678,Sneakers,Home,Puma,440.56,Used,5,186,0,0.281,57:55.5
ITM00127,USR4242,Sneakers,Home,Sony,255.23,Used,3,156,0,0.323,57:55.5
ITM00128,USR5636,Smartphone,Sports,Dell,256.34,New,3,493,1,0.288,57:55.5
ITM00129,USR2059,Lipstick,Sports,Samsung,73.49,New,5,910,0,0.129,57:55.5
ITM00130,USR7668,Bluetooth Speaker,Fashion,Chanel,491.46,New,3,521,0,0.753,57:55.5
ITM00131,USR4157,Smartphone,Toys,Dell,128.74,New,5,627,0,0.046,57:55.5
ITM00132,USR6915,Wireless Headphones,Books,Puma,41.32,Refurbished,3,666,1,0.151,57:55.5
ITM00133,USR3693,Soccer Ball,Books,Adidas,333.26,New,2,130,0,0.105,57:55.5
ITM00134,USR4627,Bluetooth Speaker,Electronics,IKEA,299.71,Used,5,843,0,0.825,57:55.5
ITM00135,USR6450,Wireless Headphones,Toys,Adidas,210.5,Refurbished,4,81,0,0.044,57:55.5
ITM00136,USR2663,Backpack,Books,Samsung,213.99,Refurbished,2,384,0,0.665,57:55.5
ITM00137,USR6592,Lipstick,Fashion,Sony,393.61,Like New,4,802,1,0.044,57:55.5
ITM00138,USR8392,Soccer Ball,Electronics,LG,101.88,Like New,3,659,1,0.786,57:55.5
ITM00139,USR2306,Soccer Ball,Fashion,Apple,411.03,Refurbished,4,295,1,0.913,57:55.5
ITM00140,USR7776,Bluetooth Speaker,Toys,Adidas,326.13,Refurbished,2,978,0,0.487,57:55.5
ITM00141,USR6864,Soccer Ball,Home,Samsung,212.39,Refurbished,5,269,0,0.805,57:55.5
ITM00142,USR8526,Desk Lamp,Sports,Chanel,231.72,Used,1,645,0,0.706,57:55.5
ITM00143,USR9901,Desk Lamp,Beauty,IKEA,132.04,Used,4,562,0,0.796,57:55.5
ITM00144,USR6575,Smartphone,Books,Chanel,377.3,Used,1,535,0,0.767,57:55.5
ITM00145,USR6530,Soccer Ball,Home,Adidas,258.87,Used,4,378,0,0.205,57:55.5
ITM00146,USR5413,Lipstick,Fashion,Samsung,163.82,New,4,376,0,0.5,57:55.5
ITM00147,USR4748,Lipstick,Sports,Chanel,300.04,Like New,5,88,1,0.96,57:55.5
ITM00148,USR1663,Smartphone,Sports,Adidas,497.89,Like New,3,925,1,0.344,57:55.5
ITM00149,USR2998,Smartwatch,Home,Samsung,220.45,New,2,624,0,0.97,57:55.5
ITM00150,USR8994,Smartphone,Sports,Adidas,460.74,Used,2,111,0,0.583,57:55.5
ITM00151,USR2495,Novel Book,Electronics,IKEA,175.78,New,2,584,1,0.462,57:55.5
ITM00152,USR4304,Smartphone,Fashion,Samsung,32.09,Used,3,154,0,0.658,57:55.5
ITM00153,USR4763,Sneakers,Fashion,Samsung,106.1,New,1,463,1,0.816,57:55.5
ITM00154,USR6232,Backpack,Electronics,Sony,212.25,Used,2,569,0,0.394,57:55.5
ITM00155,USR2853,Lipstick,Books,Apple,113.72,Refurbished,1,769,1,0.033,57:55.5
ITM00156,USR7585,Wireless Headphones,Electronics,Samsung,5.11,New,3,156,1,0.709,57:55.5
ITM00157,USR2291,Backpack,Toys,Apple,457.93,Used,3,625,0,0.956,57:55.5
ITM00158,USR4581,Backpack,Books,Apple,422.72,Refurbished,5,318,0,0.625,57:55.5
ITM00159,USR8554,Smartwatch,Beauty,IKEA,372.43,Refurbished,2,559,0,0.188,57:55.5
ITM00160,USR8280,Lipstick,Electronics,IKEA,88.07,Used,5,238,1,0.248,57:55.5
ITM00161,USR2636,Sneakers,Books,Puma,64.58,Used,2,334,0,0.91,57:55.5
ITM00162,USR4696,Novel Book,Beauty,Dell,38.46,Used,3,106,0,0.014,57:55.5
ITM00163,USR1698,Wireless Headphones,Books,Apple,363.39,New,3,482,0,0.549,57:55.5
ITM00164,USR5737,Lipstick,Beauty,IKEA,464.76,Used,4,699,1,0.159,57:55.5
ITM00165,USR1854,Lipstick,Toys,IKEA,218.12,Used,4,671,1,0.283,57:55.5
ITM00166,USR9164,Bluetooth Speaker,Toys,Adidas,63.97,New,3,710,0,0.307,57:55.5
ITM00167,USR6855,Wireless Headphones,Home,Chanel,258.63,New,3,382,0,0.219,57:55.5
ITM00168,USR8392,Bluetooth Speaker,Books,LG,177.67,Refurbished,1,689,0,0.792,57:55.5
ITM00169,USR7528,Backpack,Electronics,IKEA,190.54,New,1,261,0,0.332,57:55.5
ITM00170,USR6249,Desk Lamp,Beauty,Dell,312.56,Refurbished,5,799,0,0.345,57:55.5
ITM00171,USR6172,Sneakers,Home,Sony,360.77,Used,4,293,0,0.453,57:55.5
ITM00172,USR2707,Smartwatch,Electronics,Dell,59.75,Used,4,335,1,0.902,57:55.5
ITM00173,USR6791,Sneakers,Books,Adidas,22.62,New,3,655,0,0.688,57:55.5
ITM00174,USR6535,Backpack,Electronics,Apple,497.19,New,3,820,1,0.062,57:55.5
ITM00175,USR5931,Backpack,Toys,Samsung,120.2,New,5,709,0,0.039,57:55.5
ITM00176,USR4510,Sneakers,Beauty,Puma,31.65,Refurbished,4,476,0,0.566,57:55.5
ITM00177,USR1202,Sneakers,Home,Puma,98.99,Like New,1,225,0,0.887,57:55.5
ITM00178,USR5218,Smartphone,Sports,Adidas,24.28,New,2,907,0,0.323,57:55.5
ITM00179,USR9958,Sneakers,Beauty,Samsung,198.95,New,5,555,0,0.248,57:55.5
ITM00180,USR5389,Smartphone,Books,Puma,402.19,Like New,2,454,1,0.748,57:55.5
ITM00181,USR3327,Lipstick,Beauty,Samsung,173.92,Refurbished,1,663,0,0.602,57:55.5
ITM00182,USR9004,Smartphone,Home,IKEA,224.87,Used,1,296,0,0.565,57:55.5
ITM00183,USR3931,Backpack,Fashion,Nike,339.42,New,2,575,1,0.149,57:55.5
ITM00184,USR8777,Wireless Headphones,Home,Nike,256.9,Like New,5,642,0,0.176,57:55.5
ITM00185,USR1197,Backpack,Fashion,Adidas,431.42,Refurbished,2,767,0,0.282,57:55.5
ITM00186,USR8125,Soccer Ball,Beauty,Sony,433.69,Like New,5,463,0,0.207,57:55.5
ITM00187,USR2930,Smartphone,Home,Puma,9.91,Refurbished,5,855,1,0.971,57:55.5
ITM00188,USR7287,Novel Book,Toys,Samsung,390.13,Refurbished,3,214,1,0.019,57:55.5
ITM00189,USR9800,Bluetooth Speaker,Books,Samsung,233.06,Used,4,585,0,0.626,57:55.5
ITM00190,USR5282,Novel Book,Beauty,Puma,494.48,New,4,943,0,0.518,57:55.5
ITM00191,USR3511,Backpack,Home,Dell,244.2,Like New,1,616,1,0.323,57:55.5
ITM00192,USR1659,Bluetooth Speaker,Books,Chanel,493.51,Used,3,158,1,0.888,57:55.5
ITM00193,USR3811,Backpack,Sports,Adidas,378.51,Like New,4,272,0,0.67,57:55.5
ITM00194,USR8098,Wireless Headphones,Books,Puma,128.06,New,5,827,1,0.998,57:55.5
ITM00195,USR7546,Desk Lamp,Fashion,Chanel,271.51,Like New,5,238,0,0.169,57:55.5
ITM00196,USR2986,Bluetooth Speaker,Sports,Sony,496.11,Like New,2,303,0,0.088,57:55.5
ITM00197,USR9338,Lipstick,Books,LG,429.48,Like New,2,884,0,0.139,57:55.5
ITM00198,USR3911,Backpack,Beauty,Puma,53.2,Refurbished,5,670,0,0.269,57:55.5
ITM00199,USR2734,Bluetooth Speaker,Sports,Samsung,354.65,Refurbished,5,621,0,0.417,57:55.5
ITM00200,USR2843,Soccer Ball,Home,IKEA,176.06,New,2,521,1,0.863,57:55.5
ITM00201,USR9680,Soccer Ball,Sports,Nike,8.46,New,4,321,0,0.284,57:55.5
ITM00202,USR3976,Smartwatch,Fashion,Nike,204.72,New,1,59,0,0.915,57:55.5
ITM00203,USR2959,Smartphone,Sports,Samsung,121.2,New,2,358,0,0.463,57:55.5
ITM00204,USR6759,Lipstick,Toys,IKEA,410.34,Refurbished,4,704,1,0.647,57:55.5
ITM00205,USR7694,Lipstick,Home,Puma,171.98,Used,4,648,1,0.264,57:55.5
ITM00206,USR3385,Wireless Headphones,Sports,Sony,414.62,Used,4,251,0,0.156,57:55.5
ITM00207,USR5736,Smartphone,Electronics,Sony,5.3,Refurbished,3,891,0,0.869,57:55.5
ITM00208,USR2802,Smartphone,Fashion,Chanel,157.37,Refurbished,3,436,0,0.11,57:55.5
ITM00209,USR9155,Novel Book,Beauty,Sony,124.38,Used,4,146,0,0.774,57:55.5
ITM00210,USR9120,Lipstick,Fashion,IKEA,120.62,New,5,859,0,0.581,57:55.5
ITM00211,USR7616,Lipstick,Toys,IKEA,38.75,Used,3,978,0,0.861,57:55.5
ITM00212,USR6534,Smartwatch,Home,Nike,97.63,Used,2,352,1,0.718,57:55.5
ITM00213,USR5061,Wireless Headphones,Fashion,LG,280,Refurbished,3,570,0,0.282,57:55.5
ITM00214,USR1262,Wireless Headphones,Toys,Apple,149.22,Like New,5,689,0,0.574,57:55.5
ITM00215,USR7287,Sneakers,Books,Apple,211.61,New,1,800,0,0.013,57:55.5
ITM00216,USR9815,Smartphone,Sports,Dell,191.55,Refurbished,3,245,0,0.475,57:55.5
ITM00217,USR3049,Lipstick,Sports,IKEA,438.57,New,4,560,0,0.086,57:55.5
ITM00218,USR6423,Smartwatch,Home,Adidas,453.12,Like New,4,301,0,0.429,57:55.5
ITM00219,USR5548,Sneakers,Toys,Sony,249.01,New,4,438,1,0.11,57:55.5
ITM00220,USR4108,Soccer Ball,Fashion,Samsung,168.43,New,1,868,0,0.955,57:55.5
ITM00221,USR8158,Lipstick,Sports,Dell,57.87,Used,5,100,0,0.523,57:55.5
ITM00222,USR8400,Wireless Headphones,Books,LG,476.93,Refurbished,2,725,0,0.913,57:55.5
ITM00223,USR4170,Backpack,Home,Sony,34.81,Refurbished,5,814,1,0.022,57:55.5
ITM00224,USR3255,Smartphone,Sports,Sony,152.34,Refurbished,1,480,0,0.638,57:55.5
ITM00225,USR2154,Novel Book,Home,LG,152.54,New,4,415,1,0.307,57:55.5
ITM00226,USR5499,Wireless Headphones,Beauty,Chanel,163.6,Refurbished,5,165,0,0.432,57:55.5
ITM00227,USR7295,Soccer Ball,Beauty,LG,86.32,Refurbished,2,912,0,0.873,57:55.5
ITM00228,USR7197,Soccer Ball,Electronics,Adidas,392.66,New,4,942,1,0.98,57:55.5
ITM00229,USR2648,Wireless Headphones,Electronics,Sony,65.64,Like New,2,638,0,0.246,57:55.5
ITM00230,USR6539,Novel Book,Books,Nike,319.28,Used,3,302,0,0.948,57:55.5
ITM00231,USR5199,Backpack,Electronics,Puma,66.3,Like New,2,974,0,0.689,57:55.5
ITM00232,USR9445,Soccer Ball,Books,Samsung,39.92,Like New,4,121,1,0.951,57:55.5
ITM00233,USR3557,Novel Book,Books,Apple,455.17,Used,3,88,0,0.562,57:55.5
ITM00234,USR6592,Lipstick,Books,Puma,99.11,Like New,4,217,0,0.961,57:55.5
ITM00235,USR1098,Smartwatch,Sports,LG,411.52,Used,4,573,0,0.892,57:55.5
ITM00236,USR3200,Desk Lamp,Fashion,Sony,274.59,New,3,814,0,0.129,57:55.5
ITM00237,USR3961,Wireless Headphones,Electronics,Nike,43.54,New,2,179,0,0.311,57:55.5
ITM00238,USR5973,Desk Lamp,Home,Adidas,477.95,Used,1,702,0,0.243,57:55.5
ITM00239,USR5433,Lipstick,Books,Samsung,127.25,Refurbished,1,163,0,0.572,57:55.5
ITM00240,USR3869,Bluetooth Speaker,Home,Adidas,430.52,Used,1,593,0,0.803,57:55.5
ITM00241,USR1956,Wireless Headphones,Toys,Dell,88.56,New,1,170,0,0.759,57:55.5
ITM00242,USR9352,Smartphone,Sports,Dell,427.7,New,5,301,0,0.727,57:55.5
ITM00243,USR6699,Smartphone,Electronics,Chanel,11.55,Used,1,374,0,0.375,57:55.5
ITM00244,USR7944,Sneakers,Home,LG,258.33,Used,3,708,1,0.14,57:55.5
ITM00245,USR5493,Smartphone,Beauty,LG,385.87,Refurbished,1,203,1,0.211,57:55.5
ITM00246,USR5911,Lipstick,Fashion,Nike,467.72,Used,4,47,0,0.742,57:55.5
ITM00247,USR4987,Wireless Headphones,Books,Puma,455.06,New,1,463,1,0.148,57:55.5
ITM00248,USR7015,Lipstick,Fashion,Dell,410.71,Used,2,670,1,0.223,57:55.5
ITM00249,USR2218,Desk Lamp,Books,Dell,444.65,Like New,3,408,0,0.425,57:55.5
ITM00250,USR5496,Lipstick,Toys,Chanel,103.61,New,3,194,0,0.072,57:55.5
ITM00251,USR5735,Backpack,Beauty,Nike,145.67,New,5,427,0,0.213,57:55.5
ITM00252,USR5555,Soccer Ball,Beauty,Sony,148.04,Used,4,930,1,0.15,57:55.5
ITM00253,USR9050,Lipstick,Books,Nike,191.64,Like New,3,791,0,0.951,57:55.5
ITM00254,USR4446,Backpack,Sports,Nike,199.69,Refurbished,2,317,0,0.192,57:55.5
ITM00255,USR2045,Novel Book,Fashion,Dell,274.55,Refurbished,1,479,0,0.862,57:55.5
ITM00256,USR7893,Soccer Ball,Beauty,Chanel,84.14,Like New,3,421,1,0.115,57:55.5
ITM00257,USR2693,Sneakers,Home,Sony,347.17,Refurbished,2,269,0,0.87,57:55.5
ITM00258,USR4436,Smartwatch,Beauty,IKEA,87.95,Like New,1,481,1,0.599,57:55.5
ITM00259,USR9754,Smartphone,Fashion,Nike,158.6,Used,5,711,1,0.85,57:55.5
ITM00260,USR6895,Bluetooth Speaker,Sports,IKEA,254.16,Used,3,736,0,0.867,57:55.5
ITM00261,USR4354,Lipstick,Electronics,Samsung,399.24,New,3,263,0,0.596,57:55.5
ITM00262,USR1225,Wireless Headphones,Home,LG,371.04,Like New,2,426,0,0.918,57:55.5
ITM00263,USR5893,Smartphone,Toys,LG,324.54,Used,4,166,1,0.585,57:55.5
ITM00264,USR8022,Soccer Ball,Sports,Sony,82.11,New,5,692,1,0.713,57:55.5
ITM00265,USR6600,Smartphone,Books,IKEA,275.79,Used,4,428,1,0.416,57:55.5
ITM00266,USR8996,Backpack,Beauty,Sony,48.29,Used,3,704,0,0.914,57:55.5
ITM00267,USR8683,Smartphone,Sports,Dell,191.79,Refurbished,4,397,0,0.824,57:55.5
ITM00268,USR5642,Bluetooth Speaker,Home,Samsung,209.69,Used,1,216,0,0.167,57:55.5
ITM00269,USR8679,Bluetooth Speaker,Toys,Dell,24.71,Refurbished,5,796,0,0.576,57:55.5
ITM00270,USR9208,Backpack,Books,Puma,140.62,New,4,864,1,0.897,57:55.5
ITM00271,USR8339,Novel Book,Home,Chanel,478.05,Refurbished,1,107,0,0.793,57:55.5
ITM00272,USR3205,Sneakers,Fashion,Adidas,477.05,Refurbished,2,978,0,0.963,57:55.5
ITM00273,USR2069,Desk Lamp,Books,Dell,179.4,Like New,4,98,0,0.231,57:55.5
ITM00274,USR4444,Desk Lamp,Fashion,Chanel,26.33,Used,5,880,0,0.367,57:55.5
ITM00275,USR2060,Smartwatch,Home,LG,93.65,New,1,482,0,0.507,57:55.5
ITM00276,USR3327,Sneakers,Fashion,Chanel,199.15,Refurbished,4,499,0,0.233,57:55.5
